Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-26T21:18:20.136712Z,2.201631926437134,27.735,16321415.722626204,12446977.361893298,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T21:23:43.806451Z,80.02316648825371,30.745,16942845.773840334,10289271.495262645,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-26T21:29:07.425779Z,81.53229805048018,31.005,16928599.76019732,12246655.688889638,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T21:34:32.496593Z,80.02316648825371,27.641,16619052.389142592,9445517.661815295,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T21:39:56.739177Z,80.02316648825371,27.806,16655744.561690683,13659372.028773887,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T21:45:20.400963Z,80.02316648825371,27.727,16698491.670139147,13084900.227315292,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-26T21:50:44.014173Z,2.201631926437134,28.867,16322161.648181934,12464883.65810343,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T21:56:07.629192Z,80.02316648825371,27.713,16869529.781426016,10532303.20351051,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-26T22:01:31.246288Z,81.53229805048018,27.828,16899374.198473264,11903742.564292368,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T22:06:55.385476Z,80.02316648825371,27.808,16748064.870563993,12496418.211787723,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T22:12:19.094443Z,62.37523584600814,27.607,16352275.142865732,12206105.489890998,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T22:17:43.370489Z,62.37523584600814,27.622,16559801.679273993,13129066.114753261,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T22:23:07.029568Z,80.02316648825371,27.99,16964047.40812991,12439269.173977774,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T22:28:30.727050Z,62.37523584600814,27.978,14000899.823150117,12491608.245889328,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-26T22:33:54.625161Z,81.53229805048018,27.606,16824917.59883219,13274961.450361654,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T22:39:18.220049Z,62.37523584600814,27.524,14612455.160293385,12471142.41574392,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-26T22:44:42.210965Z,81.53229805048018,28.12,16532943.730803028,10832408.707004102,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T22:50:05.820949Z,62.37523584600814,27.612,16300763.247439757,13824105.782380508,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T22:55:29.639162Z,62.37523584600814,27.612,16558529.563782806,12372775.851382572,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T23:00:53.678753Z,62.37523584600814,27.985,14981314.632986926,12559306.986289874,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T23:06:17.294175Z,80.02316648825371,27.825,16888798.58904443,12645783.606842201,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T23:11:40.942176Z,62.37523584600814,27.523,15797332.923000615,12453751.409887083,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T23:17:04.584077Z,80.02316648825371,30.961,16780671.909675322,11195575.51653862,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T23:22:28.388742Z,62.37523584600814,30.163,14841556.798162615,12261296.865944749,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-26T23:27:52.359989Z,81.53229805048018,28.07,16915352.252779767,13342080.553619785,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-26T23:33:15.923531Z,80.02316648825371,27.892,16901792.463905502,12325593.886415437,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T23:38:44.985557Z,62.37523584600814,27.481,16203866.22580125,12811830.867600039,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T23:44:08.895906Z,62.37523584600814,27.44,16616603.388244817,12195720.54958989,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T23:49:33.060299Z,62.37523584600814,27.607,16428735.96181052,12610482.047810405,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-26T23:54:56.963957Z,62.37523584600814,27.497,16522453.803420255,12043728.785742559,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T00:00:21.087898Z,62.37523584600814,27.601,15529679.872280676,12273681.714257026,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-27T00:05:44.871964Z,2.201631926437134,29.356,16534195.938413782,11630750.746496806,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T00:11:08.543443Z,62.37523584600814,27.609,16544081.64940132,12513162.709203653,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T00:16:32.557720Z,62.37523584600814,27.543,15710195.674152795,12427141.356419887,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T00:21:56.516547Z,80.02316648825371,27.419,16905553.63254327,12386786.70988855,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T00:27:26.184277Z,62.37523584600814,28.048,16785087.5794262,12943177.915644184,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T00:32:49.874604Z,80.02316648825371,27.825,16883615.605903115,13476347.512569416,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T00:38:13.796749Z,62.37523584600814,27.353,14382176.184054716,11827141.552457258,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T00:43:38.089028Z,80.02316648825371,28.032,16807509.743496235,12546231.701648286,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-27T00:49:01.718888Z,81.53229805048018,27.608,16834829.62233996,14095119.833989996,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T00:54:25.409915Z,80.02316648825371,27.753,16700260.504796159,13967606.090437928,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T00:59:49.377239Z,62.37523584600814,27.871,16722963.746067833,12743335.268830543,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T01:05:12.974182Z,62.37523584600814,27.356,16525404.164014768,12770427.009521397,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T01:10:36.653786Z,62.37523584600814,27.512,16633080.419429991,12437790.421418607,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T01:16:01.085272Z,62.37523584600814,27.193,16208711.192182055,12386192.859190924,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T01:21:24.680541Z,80.02316648825371,28.487,16878456.16618185,13826313.916295081,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T01:26:48.298717Z,62.37523584600814,27.478,16129802.664729685,12366679.49052655,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T01:32:12.146026Z,80.02316648825371,28.073,16908665.778545875,12249901.794485576,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T01:37:36.036809Z,80.02316648825371,27.809,16848465.761460584,12561466.541582653,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T01:43:01.407176Z,62.37523584600814,27.31,16477525.941955755,12367493.635316722,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T01:48:25.358956Z,80.02316648825371,27.615,17010731.66730329,12498469.931635054,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T01:53:49.051980Z,80.02316648825371,27.7,16825954.694738712,13609093.936436962,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T01:59:12.684304Z,62.37523584600814,27.318,14400340.979252145,6618783.205734161,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T02:04:37.477961Z,62.37523584600814,27.234,16370835.3917352,12363219.181128748,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T02:10:01.584579Z,80.02316648825371,28.035,16896659.984440137,12319029.655084057,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T02:15:25.227908Z,80.02316648825371,27.875,16601670.293456564,13978787.197252844,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T02:20:48.851696Z,62.37523584600814,27.535,15850860.032008145,12279039.116371753,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T02:26:12.708415Z,62.37523584600814,27.281,15755440.80841198,12383084.062861376,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-27T02:31:36.812134Z,81.53229805048018,28.315,16901051.86977933,12359091.278077532,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T02:37:00.573608Z,80.02316648825371,27.805,16939224.94277349,12707860.248345647,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T02:42:24.075807Z,80.02316648825371,27.831,16950285.442100536,12197846.773653626,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T02:47:48.061504Z,62.37523584600814,27.412,16717949.084354497,14127965.714833668,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-27T02:53:11.660590Z,81.53229805048018,28.086,16600117.65253791,13850522.354454266,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T02:58:35.475500Z,62.37523584600814,27.244,16604297.026226511,12247289.332133858,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T03:03:59.398878Z,80.02316648825371,28.126,16955218.72667688,12490965.56238534,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T03:09:22.972950Z,62.37523584600814,27.352,15750931.404016685,11511660.69309303,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-27T03:14:46.661980Z,81.53229805048018,28.181,16742499.412234068,11497257.32452814,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T03:20:15.535551Z,62.37523584600814,27.444,16087021.02582577,12724195.981751688,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T03:25:44.135363Z,62.37523584600814,27.489,14602479.626921061,12629755.735993009,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T03:31:14.938360Z,62.37523584600814,27.398,16382291.587492207,12490331.108989445,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T03:36:43.773138Z,80.02316648825371,27.648,16940276.35151483,12176192.101325389,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T03:42:07.612861Z,80.02316648825371,27.64,16895970.4980866,12505033.118501374,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T03:47:31.296748Z,62.37523584600814,27.618,11838363.44095691,12070837.402096987,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-27T03:52:58.853281Z,2.201631926437134,28.83,16271600.913553633,12295928.596474988,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T03:58:22.787655Z,62.37523584600814,27.819,16195340.195106974,9263834.368723786,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T04:03:46.586266Z,62.37523584600814,27.332,16250664.635692328,12298960.647887683,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T04:09:10.699535Z,62.37523584600814,27.59,16209565.465440815,12703926.125654338,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T04:14:42.983094Z,80.02316648825371,28.064,16911984.129374802,12346263.174266027,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T04:20:07.043514Z,62.37523584600814,27.495,16160607.90329025,12325904.829060098,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T04:25:31.331857Z,62.37523584600814,27.989,16186020.44255966,12036392.73639118,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T04:30:55.562201Z,62.37523584600814,27.608,16578281.366600418,12177638.73053964,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T04:36:19.398331Z,80.02316648825371,27.811,16852413.450560506,13392876.937123224,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-27T04:41:43.272768Z,80.02316648825371,27.538,16920198.781527143,12163002.045098525,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-27T04:47:07.278399Z,81.53229805048018,30.981,16716942.325996393,12224925.3342139,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-27T04:52:31.326146Z,81.53229805048018,27.857,16685794.731851527,12323179.289950715,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-27T04:57:55.167319Z,62.37523584600814,27.628,15914820.225884704,12448271.545514032,,139.78.243.128
